text,category
Someone is using my name to create a fake 'fundraising' page for a sick child and is keeping all the donated money area,Criminal_Laws_and_IPC
A group of men is blocking the road to the local park and charging an 'entry fee' from the morning walkers today area area,Criminal_Laws_and_IPC
The local butcher is selling 'unauthorized' meat and threatened to kill me when I reported it to the local municipality area area,Criminal_Laws_and_IPC
A man tried to grab my gold chain through the open window of my kitchen while I was cooking my dinner today area area,Criminal_Laws_and_IPC
Someone stole the heavy brass ornaments from the main gate of our local community park last night time area area,Criminal_Laws_and_IPC
The police told me they won't file an FIR for 'theft' because I didn't have a clear CCTV recording of the thief area area,Criminal_Laws_and_IPC
A group of teenagers is intentionally scaring people in the park using 'ghost' masks and loud screams at night area area,Criminal_Laws_and_IPC
Someone is using a 'spy app' to track my phone calls and messages to extort a lot of money from me and my family area area,Criminal_Laws_and_IPC
A man is standing outside the college gate and showing inappropriate videos to the girl students on his mobile phone area area,Criminal_Laws_and_IPC
Someone forged a 'Transfer Deed' to sell my vacant shop to a local developer without my knowledge or consent today area area,Criminal_Laws_and_IPC
The police are refusing to take action against the people who are drinking and creating a nuisance in the square area area,Criminal_Laws_and_IPC
A group of men is taking 'toll' from every vehicle that passes through the village main road every morning now area area,Criminal_Laws_and_IPC
A man tried to snatch my mobile phone while I was sitting in the back seat of a moving auto-rickshaw today area area,Criminal_Laws_and_IPC
Someone stole the copper cooling pipes from the outdoor units of our entire society's air conditioners last night area area,Criminal_Laws_and_IPC
The police told me they can't help me with my 'cheating' case because the suspect is currently a minor area area,Criminal_Laws_and_IPC
A man is calling my teenage daughter and threatening to 'hurt her' if she tells her parents about his calls area area,Criminal_Laws_and_IPC
A group of men is harassing the female workers at the construction site by passing vulgar comments and notes area area,Criminal_Laws_and_IPC
The local sweet shop is using 'unauthorized' chemicals in milk products and threatened me when I showed the test area area,Criminal_Laws_and_IPC
A man at the park is following me and staring at me through binoculars from the other side of the pond area area,Criminal_Laws_and_IPC
Someone forged my signature on a 'Property Sale' agreement to take a large advance from a buyer without my knowledge area area,Criminal_Laws_and_IPC
The police refused to take a case of 'stalking' because 'he is just a fan' and hasn't physically hurt me at all area area,Criminal_Laws_and_IPC
A group of people is running a fake 'Immigration Office' and taking lakhs from people for work permits in Canada area area,Criminal_Laws_and_IPC
Someone is using a 'card skimmer' at the local petrol pump to steal people's debit card details and their secret PIN area area,Criminal_Laws_and_IPC
A man is standing outside the women's clinic and making kissing sounds at anyone who goes inside for treatment area area,Criminal_Laws_and_IPC
Someone stole the heavy iron gate from the local community center and sold it for scrap to a local scrap dealer area area,Criminal_Laws_and_IPC
Someone calling from the electricity board told me to download an app and then my bank account was emptied,Cyber_Laws_and_IT_Act
I scanned a QR code to receive payment for an old sofa I was selling on OLX but money was deducted from my account,Cyber_Laws_and_IT_Act
A group of people in a WhatsApp group are constantly posting my private phone number and calling me names,Cyber_Laws_and_IT_Act
I shared an OTP with a delivery boy who said it was for the parcel but he changed my Amazon password,Cyber_Laws_and_IT_Act
I received an email that looked exactly like a bank notice asking me to update my KYC but it was a fake link,Cyber_Laws_and_IT_Act
Someone created a Facebook page using my business name and is taking orders from my customers without delivery,Cyber_Laws_and_IT_Act
A guy I met online is threatening to leak our private video calls if I don't pay him one lakh rupees,Cyber_Laws_and_IT_Act
I clicked on a link for a free mobile recharge and now my phone is sending weird messages to everyone,Cyber_Laws_and_IT_Act
A person is leaving nasty and hateful comments on every single photo I post on my public Instagram page,Cyber_Laws_and_IT_Act
I received a lottery winning message on WhatsApp and paid the tax amount but never got the prize,Cyber_Laws_and_IT_Act
My daughter is being bullied by her classmates in a private Snapchat group making fun of her appearance,Cyber_Laws_and_IT_Act
A fake job portal took ten thousand rupees as security deposit for a WFH job and then blocked me,Cyber_Laws_and_IT_Act
Someone is sending me death threats from a hidden number on Telegram because I shared my political views,Cyber_Laws_and_IT_Act
I tried to buy a puppy through an online ad but the seller vanished after I paid via UPI,Cyber_Laws_and_IT_Act
My Facebook account was hacked and the person is now posting prohibited content using my identity,Cyber_Laws_and_IT_Act
I lost thirty thousand rupees when I entered my UPI PIN on a fake cashback link sent via SMS,Cyber_Laws_and_IT_Act
A person is stalking me across all my social media platforms and comments on every move I make,Cyber_Laws_and_IT_Act
I received a message saying my SIM card will be blocked if I don't call a number to update KYC,Cyber_Laws_and_IT_Act
Someone used my credit card details to buy international flight tickets even though I have the physical card,Cyber_Laws_and_IT_Act
I am being added to weird investment groups on WhatsApp without my permission promising huge returns,Cyber_Laws_and_IT_Act
A fake profile is posting my home address online and inviting strangers there to harass me,Cyber_Laws_and_IT_Act
I bought a dress from an Instagram store but the page has been deleted and I never received the product,Cyber_Laws_and_IT_Act
A hacker locked all the files on my office computer and is demanding Bitcoin to give the password,Cyber_Laws_and_IT_Act
I got a call from someone pretending to be from KBC who told me I won a prize and asked for my bank details,Cyber_Laws_and_IT_Act
A person is sending me edited photos of myself without clothes and is blackmailing me for money,Cyber_Laws_and_IT_Act
I downloaded a screen sharing app on the advice of a technical support person and they emptied my wallet,Cyber_Laws_and_IT_Act
I received a fake Speed Post tracking link that asked for my card details to pay a re-delivery fee,Cyber_Laws_and_IT_Act
My teenager is being lured by a stranger online who is promising gaming skins in exchange for photos,Cyber_Laws_and_IT_Act
A fake loan app is calling my relatives and telling them I am a criminal to extort money,Cyber_Laws_and_IT_Act
Someone used my name and photo to create a LinkedIn profile and is asking my contacts for favors,Cyber_Laws_and_IT_Act
