text,type
My phone's speaker is making a crackling sound when I play music. It started after the phone fell from my hand today. Is the internal speaker loose?,Out_of_Scope
How to make a simple homemade floor cleaner that is safe for pets? I want to avoid using harsh chemicals in my house as my dog licks the floor often.,Out_of_Scope
Suggest some good budget smartphones for photography under 30000 rupees. Looking for something that has a very good night mode and video stability.,Out_of_Scope
How to fix a loose screw in a pair of spectacles? My glasses are falling off my face and I don't have a tiny screwdriver at home. Any alternative?,Out_of_Scope
Best way to clean a dirty oven rack. They are covered in burnt fat and food bits and I find it very hard to scrub them clean. Any easy tips?,Out_of_Scope
How to remove a ink stain from a leather bag? My pen leaked inside my favorite handbag and now there is a big blue mark on the lining and the leather.,Out_of_Scope
My phone's screen brightness is auto-adjusting even when I have disabled the auto-brightness feature. Is it a software bug in the new OS update?,Out_of_Scope
How to make a simple homemade mosquito repellent spray using essential oils? I want something that is safe for my kids and smells good.,Out_of_Scope
Suggest some good budget laptops for students under 40000 rupees. Looking for something that has a good battery life and is light to carry to college.,Out_of_Scope
How to fix a stuck zipper on a suitcase? I am supposed to leave for a trip in two hours and my bag won't close. Please tell me some quick fixes.,Out_of_Scope
Best way to clean a dirty window track. There is a lot of dust and dead insects stuck in the sliding part of my balcony window. It's very hard to reach.,Out_of_Scope
How to remove a glue stain from a table? I was doing some craft work and some super glue spilled on the glass top. It has dried and won't come off.,Out_of_Scope
My phone's hotspot is not connecting to my laptop. The laptop shows 'no internet' even though the mobile data is on and working fine on the phone.,Out_of_Scope
How to make a simple homemade hair oil for hair growth using curry leaves and amla? I want something traditional that I can prepare at my home.,Out_of_Scope
Suggest some good budget smart watches under 2000 rupees for tracking steps and heart rate. Looking for something that is waterproof and has a long battery life.,Out_of_Scope
How to fix a broken power button on a mobile phone? I cannot turn on my phone and it's not even responding when I plug in the charger. Help me urgently!,Out_of_Scope
Best way to clean a dirty ceiling. There are some cobwebs and smoke stains from the kitchen that make it look very dull. How to reach it safely without a ladder?,Out_of_Scope
How to remove a gum stain from a car seat? My kid left a piece of chewing gum and it has melted into the fabric of the seat. Is there any way to take it out?,Out_of_Scope
My phone's screen is showing some weird vertical lines. It didn't fall or anything it just appeared while I was watching a video. Is it a display panel failure?,Out_of_Scope
How to make a simple homemade laundry detergent using soap nuts? I want to switch to a more natural and eco-friendly way of washing my family's clothes at home.,Out_of_Scope
Suggest some good budget tablets for reading and taking notes under 20000 rupees. Looking for something that has a good stylus support and a high-resolution screen.,Out_of_Scope
How to fix a squeaky floorboard? Every time I walk over a certain spot in my room it makes a loud noise that is very irritating. I want to fix it myself.,Out_of_Scope
Best way to clean a dirty fan blade. They are covered in greasy dust from the nearby kitchen and I find it very hard to wipe them clean without the dust falling.,Out_of_Scope
How to remove a rust stain from a tile? I kept a metal bucket in the corner of my bathroom and now there is a circular brown mark that won't go away with soap.,Out_of_Scope
My phone's home button is not responding properly. I have to press it multiple times for it to work. Is it a physical damage or just some dust inside the button?,Out_of_Scope
How to make a simple homemade bird bath for my garden? I want to provide some water for the birds during the hot summer months. What materials should I use?,Out_of_Scope
Suggest some good budget noise cancelling headphones for office use under 5000 rupees. Looking for something that is comfortable to wear for long hours and has a good mic.,Out_of_Scope
How to fix a broken handle on a ceramic mug? It was my favorite mug and it broke off cleanly. Can I use some food-safe glue to put it back together again?,Out_of_Scope
Best way to clean a dirty iron plate. There is some burnt starch and fabric stuck on the bottom of my iron and it's ruining my clothes while I iron them. Help!,Out_of_Scope
How to remove a permanent marker stain from a plastic container? I used it to label some food items and now I want to reuse the box for something else. Any tips?,Out_of_Scope
My phone's Wi-Fi signal is very weak even when I am standing right next to the router. My other devices are working fine. Is there a problem with my phone's antenna?,Out_of_Scope
How to make a simple homemade fertilizer for my flowering plants? I have some banana peels and eggshells and want to know how to use them to make a good organic mix.,Out_of_Scope
Suggest some good budget cameras for wildlife photography for a beginner. Looking for something that has a very good zoom lens and is easy to carry while trekking.,Out_of_Scope
How to fix a stuck power window in a car? It's halfway down and won't go up or down when I press the switch. I can hear a clicking sound but nothing happens. Help!,Out_of_Scope
Best way to clean a dirty chimney filter at home. They are covered in thick black oil and I don't want to call a service person. Is there an easy way to soak them?,Out_of_Scope
How to remove a grease stain from a wall behind the stove? I don't have a tiles and the painted wall is getting very dark and sticky due to the daily cooking oil splash.,Out_of_Scope
My phone's screen is not turning off automatically even though I have set the sleep timer to 30 seconds. It just stays on and drains the battery. What is the reason?,Out_of_Scope
How to make a simple homemade hair conditioner using curd and honey? I want something that makes my hair soft and shiny without using any store bought chemicals at home.,Out_of_Scope
Suggest some good budget smart watches for women under 3000 rupees. Looking for something that has a slim design many watch faces and a very accurate period tracker feature.,Out_of_Scope
How to fix a broken laptop hinge? Every time I open or close the lid it makes a cracking sound and the screen feels very loose. Is it possible to fix it at home?,Out_of_Scope
